lam,wall_time(s)
0.7499999999999999,795.081000
0.7499999999999999,795.287000
0.7499999999999999,795.348000
0.7499999999999999,795.590000
0.7499999999999999,796.045000
0.7499999999999999,796.517000
0.7499999999999999,796.656000
0.7499999999999999,797.630000
0.7499999999999999,797.823000
0.7499999999999999,798.321000
0.7499999999999999,798.683000
0.7499999999999999,798.837000
0.7499999999999999,798.912000
0.7499999999999999,799.110000
0.7499999999999999,799.161000
0.7499999999999999,799.327000
0.7499999999999999,799.632000
0.7499999999999999,799.671000
0.7499999999999999,799.759000
0.7499999999999999,799.858000
0.7499999999999999,800.043000
0.7499999999999999,800.195000
0.7499999999999999,800.306000
0.7499999999999999,800.335000
0.7499999999999999,800.356000
0.7499999999999999,800.541000
0.7499999999999999,800.788000
0.7499999999999999,801.092000
0.7499999999999999,801.146000
0.7499999999999999,801.359000
0.7499999999999999,801.700000
0.7499999999999999,801.881000
0.7499999999999999,802.556000
0.7499999999999999,803.555000
0.7499999999999999,803.567000
0.7499999999999999,803.727000
0.7499999999999999,804.150000
0.7499999999999999,804.178000
0.7499999999999999,804.622000
0.7499999999999999,804.694000
0.7499999999999999,805.125000
0.7499999999999999,805.500000
0.7499999999999999,814.192000
0.7499999999999999,830.057000
0.7499999999999999,832.064000
0.7499999999999999,837.372000
0.7499999999999999,843.155000
0.7999999999999999,630.722000
0.7999999999999999,631.447000
0.7999999999999999,631.775000
0.7999999999999999,632.758000
0.7999999999999999,632.916000
0.7999999999999999,633.935000
0.7999999999999999,634.164000
0.7999999999999999,634.804000
0.7999999999999999,634.956000
0.7999999999999999,635.510000
0.7999999999999999,635.714000
0.7999999999999999,636.111000
0.7999999999999999,636.412000
0.7999999999999999,636.734000
0.7999999999999999,636.806000
0.7999999999999999,636.884000
0.7999999999999999,637.318000
0.7999999999999999,637.828000
0.7999999999999999,638.239000
0.7999999999999999,638.308000
0.7999999999999999,638.531000
0.7999999999999999,638.768000
0.7999999999999999,639.459000
0.7999999999999999,639.890000
0.7999999999999999,640.500000
0.7999999999999999,640.586000
0.7999999999999999,640.819000
0.7999999999999999,641.099000
0.7999999999999999,641.319000
0.7999999999999999,641.348000
0.7999999999999999,641.508000
0.7999999999999999,642.300000
0.7999999999999999,642.349000
0.7999999999999999,642.388000
0.7999999999999999,642.417000
0.7999999999999999,642.764000
0.7999999999999999,643.813000
0.7999999999999999,644.296000
0.7999999999999999,644.577000
0.7999999999999999,644.999000
0.7999999999999999,645.296000
0.7999999999999999,645.852000
0.7999999999999999,646.199000
0.7999999999999999,646.247000
0.7999999999999999,646.545000
0.7999999999999999,646.592000
0.7999999999999999,647.328000
0.7999999999999999,648.155000
0.7999999999999999,648.333000
0.7999999999999999,648.432000
0.7999999999999999,649.471000
0.7999999999999999,650.337000
0.7999999999999999,650.359000
0.7999999999999999,650.636000
0.7999999999999999,652.312000
0.7999999999999999,652.615000
0.7999999999999999,653.012000
0.7999999999999999,653.522000
0.7999999999999999,654.020000
0.7999999999999999,659.280000
0.7999999999999999,673.889000
0.7999999999999999,674.985000
0.7999999999999999,675.209000
0.7999999999999999,678.336000
0.7999999999999999,679.969000
0.7999999999999999,680.533000
0.7999999999999999,682.433000
0.7999999999999999,682.591000
0.7999999999999999,683.390000
0.7999999999999999,685.379000
0.7999999999999999,686.280000
0.7999999999999999,686.494000
0.7999999999999999,896.999000
0.7999999999999999,897.740000
0.7999999999999999,899.760000
0.7999999999999999,899.882000
0.7999999999999999,901.959000
0.7999999999999999,902.453000
0.7999999999999999,904.896000
0.7999999999999999,905.277000
0.7999999999999999,910.979000
0.7999999999999999,915.430000
0.7999999999999999,937.953000
0.7999999999999999,943.347000
0.7999999999999999,945.313000
0.7999999999999999,956.392000
0.7999999999999999,959.979000
0.7999999999999999,960.381000
0.7999999999999999,962.537000
0.7999999999999999,962.870000
0.7999999999999999,963.295000
0.7999999999999999,965.044000
0.7999999999999999,967.008000
0.7999999999999999,968.757000
0.7999999999999999,969.802000
0.7999999999999999,970.190000
0.7999999999999999,970.457000
0.7999999999999999,971.531000
0.7999999999999999,972.089000
0.7999999999999999,974.689000
0.8499999999999999,814.017000
0.8499999999999999,817.400000
0.8499999999999999,817.432000
0.8499999999999999,817.743000
0.8499999999999999,818.043000
0.8499999999999999,818.103000
0.8499999999999999,818.187000
0.8499999999999999,818.525000
0.8499999999999999,818.743000
0.8499999999999999,819.430000
0.8499999999999999,819.784000
0.8499999999999999,821.008000
0.8499999999999999,821.116000
0.8499999999999999,821.741000
0.8499999999999999,822.120000
0.8499999999999999,822.388000
0.8499999999999999,823.369000
0.8499999999999999,824.317000
0.8499999999999999,825.448000
0.8499999999999999,879.694000
0.8499999999999999,881.746000
0.8499999999999999,885.090000
0.8499999999999999,885.277000
0.8499999999999999,885.418000
0.8499999999999999,886.607000
0.8499999999999999,890.095000
0.8499999999999999,890.533000
0.8499999999999999,892.022000
0.8499999999999999,892.601000
0.8499999999999999,893.000000
0.8499999999999999,893.882000
0.8499999999999999,894.294000
0.8499999999999999,894.630000
0.8499999999999999,896.252000
0.8499999999999999,896.513000
0.8499999999999999,896.803000
0.8499999999999999,897.074000
0.8499999999999999,897.347000
0.8499999999999999,897.481000
0.8499999999999999,897.489000
0.8499999999999999,897.529000
0.8499999999999999,897.870000
0.8499999999999999,898.174000
0.8499999999999999,898.218000
0.8499999999999999,898.320000
0.8499999999999999,898.418000
0.8499999999999999,898.550000
0.8499999999999999,898.696000
0.8499999999999999,898.949000
0.8499999999999999,898.993000
0.8499999999999999,899.500000
0.8499999999999999,899.561000
0.8499999999999999,899.599000
0.8499999999999999,899.704000
0.8499999999999999,899.762000
0.8499999999999999,899.864000
0.8499999999999999,900.129000
0.8499999999999999,900.245000
0.8499999999999999,900.354000
0.8499999999999999,900.368000
0.8499999999999999,900.399000
0.8499999999999999,900.466000
0.8499999999999999,900.701000
0.8499999999999999,900.848000
0.8499999999999999,901.282000
0.8499999999999999,901.723000
0.8499999999999999,901.730000
0.8499999999999999,901.732000
0.8499999999999999,902.210000
0.8499999999999999,902.693000
0.8499999999999999,902.909000
0.8499999999999999,903.055000
0.8499999999999999,903.300000
0.8499999999999999,903.913000
0.8499999999999999,904.352000
0.8499999999999999,905.179000
0.8499999999999999,906.703000
0.8499999999999999,907.305000
0.8499999999999999,908.257000
0.8499999999999999,908.504000
0.8499999999999999,909.851000
0.8499999999999999,910.231000
0.8499999999999999,911.152000
0.8499999999999999,911.275000
0.8499999999999999,911.707000
0.8499999999999999,911.919000
0.8499999999999999,912.013000
0.8499999999999999,912.295000
0.8499999999999999,912.545000
0.8499999999999999,912.553000
0.8499999999999999,912.837000
0.8499999999999999,912.988000
0.8499999999999999,913.161000
0.8499999999999999,913.457000
0.8499999999999999,913.975000
0.8499999999999999,914.032000
0.8499999999999999,914.926000
0.8499999999999999,915.825000
0.8499999999999999,916.721000
0.8499999999999999,919.381000
0.8999999999999999,816.067000
0.8999999999999999,817.952000
0.8999999999999999,819.444000
0.8999999999999999,821.085000
0.8999999999999999,821.370000
0.8999999999999999,823.392000
0.8999999999999999,824.524000
0.8999999999999999,824.859000
0.8999999999999999,825.091000
0.8999999999999999,825.290000
0.8999999999999999,826.647000
0.8999999999999999,826.903000
0.8999999999999999,827.322000
0.8999999999999999,827.487000
0.8999999999999999,827.901000
0.8999999999999999,828.050000
0.8999999999999999,828.651000
0.8999999999999999,831.155000
0.8999999999999999,832.625000
0.8999999999999999,832.836000
0.8999999999999999,833.315000
0.8999999999999999,834.967000
0.8999999999999999,835.399000
0.8999999999999999,835.593000
0.8999999999999999,836.719000
0.8999999999999999,836.918000
0.8999999999999999,837.223000
0.8999999999999999,838.437000
0.8999999999999999,838.595000
0.8999999999999999,838.879000
0.8999999999999999,839.123000
0.8999999999999999,839.294000
0.8999999999999999,839.717000
0.8999999999999999,839.753000
0.8999999999999999,839.806000
0.8999999999999999,840.270000
0.8999999999999999,840.589000
0.8999999999999999,840.999000
0.8999999999999999,841.721000
0.8999999999999999,841.890000
0.8999999999999999,842.049000
0.8999999999999999,842.397000
0.8999999999999999,842.641000
0.8999999999999999,842.840000
0.8999999999999999,843.303000
0.8999999999999999,843.659000
0.8999999999999999,844.318000
0.8999999999999999,844.437000
0.8999999999999999,844.564000
0.8999999999999999,845.113000
0.8999999999999999,845.201000
0.8999999999999999,845.480000
0.8999999999999999,848.104000
0.8999999999999999,848.554000
0.8999999999999999,848.598000
0.8999999999999999,850.619000
0.8999999999999999,851.297000
0.8999999999999999,851.590000
0.8999999999999999,852.305000
0.8999999999999999,854.101000
0.8999999999999999,854.294000
0.8999999999999999,857.178000
0.8999999999999999,857.463000
0.8999999999999999,858.084000
0.8999999999999999,858.924000
0.8999999999999999,859.189000
0.8999999999999999,861.837000
0.8999999999999999,863.643000
0.8999999999999999,865.955000
0.8999999999999999,900.010000
0.8999999999999999,943.486000
0.8999999999999999,944.331000
0.8999999999999999,948.622000
0.8999999999999999,948.954000
0.8999999999999999,951.039000
0.8999999999999999,957.057000
0.8999999999999999,958.570000
0.8999999999999999,960.226000
0.8999999999999999,1034.950000
0.8999999999999999,1036.420000
0.8999999999999999,1036.670000
0.8999999999999999,1109.330000
0.8999999999999999,1110.530000
0.8999999999999999,1112.340000
0.8999999999999999,1130.710000
0.8999999999999999,1131.770000
0.8999999999999999,1137.100000
0.8999999999999999,1154.830000
0.8999999999999999,1155.880000
0.8999999999999999,1156.500000
0.8999999999999999,1157.850000
0.8999999999999999,1158.490000
0.8999999999999999,1159.320000
0.8999999999999999,1163.370000
0.8999999999999999,1163.790000
0.8999999999999999,1176.360000
0.8999999999999999,1181.560000
0.8999999999999999,1181.660000
0.8999999999999999,1187.700000
0.8999999999999999,1206.680000
0.95,943.907000
0.95,946.638000
0.95,948.459000
0.95,956.215000
0.95,960.583000
0.95,960.629000
0.95,961.349000
0.95,962.054000
0.95,1002.170000
0.95,1063.930000
0.95,1066.260000
0.95,1066.450000
0.95,1066.800000
0.95,1068.280000
0.95,1068.740000
0.95,1069.040000
0.95,1069.900000
0.95,1070.260000
0.95,1070.850000
0.95,1072.160000
0.95,1072.340000
0.95,1072.660000
0.95,1074.170000
0.95,1074.490000
0.95,1074.890000
0.95,1074.900000
0.95,1075.110000
0.95,1075.650000
0.95,1075.950000
0.95,1075.990000
0.95,1076.630000
0.95,1076.770000
0.95,1076.860000
0.95,1078.070000
0.95,1078.090000
0.95,1078.110000
0.95,1078.430000
0.95,1078.470000
0.95,1078.640000
0.95,1078.780000
0.95,1078.840000
0.95,1078.890000
0.95,1078.950000
0.95,1079.570000
0.95,1079.600000
0.95,1079.750000
0.95,1079.750000
0.95,1079.820000
0.95,1079.820000
0.95,1080.030000
0.95,1080.310000
0.95,1080.850000
0.95,1082.310000
0.95,1082.510000
0.95,1082.970000
0.95,1083.280000
0.95,1083.580000
0.95,1084.050000
0.95,1084.120000
0.95,1084.180000
0.95,1084.210000
0.95,1084.310000
0.95,1084.430000
0.95,1086.450000
0.95,1086.740000
0.95,1086.990000
0.95,1087.000000
0.95,1087.350000
0.95,1087.610000
0.95,1087.930000
0.95,1088.290000
0.95,1090.610000
0.95,1097.850000
0.95,1111.720000
0.95,1114.750000
0.95,1114.870000
0.95,1116.290000
0.95,1117.360000
0.95,1117.580000
0.95,1117.640000
0.95,1118.970000
0.95,1119.840000
0.95,1125.260000
0.95,1220.960000
0.95,1226.790000
0.95,1315.250000
0.95,1323.230000
0.95,1324.360000
0.95,1325.220000
0.95,1345.840000
0.95,1346.940000
0.95,1347.990000
0.95,1352.790000
0.95,1354.140000
0.95,1356.730000
0.95,1360.280000
0.95,1361.650000
0.95,1364.990000
0.95,1369.300000
0.95,1371.090000
0.9999999999999999,1076.430000
0.9999999999999999,1084.770000
0.9999999999999999,1084.890000
0.9999999999999999,1091.010000
0.9999999999999999,1091.680000
0.9999999999999999,1092.850000
0.9999999999999999,1093.300000
0.9999999999999999,1094.950000
0.9999999999999999,1095.160000
0.9999999999999999,1096.610000
0.9999999999999999,1097.270000
0.9999999999999999,1099.070000
0.9999999999999999,1099.310000
0.9999999999999999,1099.640000
0.9999999999999999,1101.200000
0.9999999999999999,1101.350000
0.9999999999999999,1103.330000
0.9999999999999999,1103.760000
0.9999999999999999,1103.770000
0.9999999999999999,1105.080000
0.9999999999999999,1105.720000
0.9999999999999999,1120.260000
0.9999999999999999,1133.760000
0.9999999999999999,1135.430000
0.9999999999999999,1224.080000
0.9999999999999999,1227.300000
0.9999999999999999,1227.480000
0.9999999999999999,1231.850000
0.9999999999999999,1232.580000
0.9999999999999999,1233.480000
0.9999999999999999,1234.770000
0.9999999999999999,1234.870000
0.9999999999999999,1237.490000
0.9999999999999999,1238.320000
0.9999999999999999,1238.580000
0.9999999999999999,1239.350000
0.9999999999999999,1240.510000
0.9999999999999999,1241.460000
0.9999999999999999,1242.190000
0.9999999999999999,1242.290000
0.9999999999999999,1242.510000
0.9999999999999999,1244.240000
0.9999999999999999,1245.450000
0.9999999999999999,1246.060000
0.9999999999999999,1247.200000
0.9999999999999999,1248.090000
0.9999999999999999,1249.780000
0.9999999999999999,1249.940000
0.9999999999999999,1250.830000
0.9999999999999999,1251.420000
0.9999999999999999,1253.530000
0.9999999999999999,1254.410000
0.9999999999999999,1255.010000
0.9999999999999999,1256.620000
0.9999999999999999,1256.890000
0.9999999999999999,1258.300000
0.9999999999999999,1258.390000
0.9999999999999999,1262.790000
0.9999999999999999,1263.290000
0.9999999999999999,1263.640000
0.9999999999999999,1263.840000
0.9999999999999999,1265.350000
0.9999999999999999,1265.930000
0.9999999999999999,1265.950000
0.9999999999999999,1267.640000
0.9999999999999999,1267.840000
0.9999999999999999,1268.740000
0.9999999999999999,1270.170000
0.9999999999999999,1270.730000
0.9999999999999999,1274.080000
0.9999999999999999,1281.660000
0.9999999999999999,1320.080000
0.9999999999999999,1335.050000
0.9999999999999999,1335.670000
0.9999999999999999,1336.720000
0.9999999999999999,1337.960000
0.9999999999999999,1340.170000
0.9999999999999999,1346.940000
0.9999999999999999,1354.260000
0.9999999999999999,1358.520000
0.9999999999999999,1361.210000
0.9999999999999999,1365.670000
0.9999999999999999,1366.850000
0.9999999999999999,1378.870000
0.9999999999999999,1622.860000
0.9999999999999999,1627.990000
0.9999999999999999,1630.910000
0.9999999999999999,1631.640000
0.9999999999999999,1634.570000
0.9999999999999999,1637.350000
0.9999999999999999,1637.420000
0.9999999999999999,1638.520000
0.9999999999999999,1645.880000
0.9999999999999999,1647.880000
0.9999999999999999,1651.880000
0.9999999999999999,1652.290000
0.9999999999999999,1654.770000
0.9999999999999999,1658.600000
0.9999999999999999,1658.770000
0.9999999999999999,1666.240000
1.05,1369.670000
1.05,1372.910000
1.05,1375.100000
1.05,1376.300000
1.05,1378.090000
1.05,1379.670000
1.05,1379.900000
1.05,1381.010000
1.05,1381.330000
1.05,1381.520000
1.05,1381.820000
1.05,1383.430000
1.05,1383.870000
1.05,1385.630000
1.05,1386.010000
1.05,1386.580000
1.05,1387.460000
1.05,1387.680000
1.05,1387.700000
1.05,1388.900000
1.05,1389.060000
1.05,1389.770000
1.05,1390.120000
1.05,1390.920000
1.05,1392.710000
1.05,1392.860000
1.05,1392.880000
1.05,1393.260000
1.05,1393.570000
1.05,1394.010000
1.05,1395.020000
1.05,1396.260000
1.05,1398.050000
1.05,1403.350000
1.05,1405.720000
1.05,1408.820000
1.05,1411.130000
1.05,1411.510000
1.05,1412.360000
1.05,1436.650000
1.05,1438.710000
1.05,1462.540000
1.05,1472.500000
1.05,1507.590000
1.05,1514.830000
1.05,1522.070000
1.05,1528.820000
1.05,1544.100000
1.05,1545.820000
1.05,1546.260000
1.05,1548.420000
1.05,1550.910000
1.05,1558.070000
1.05,1563.980000
1.05,1578.770000
1.05,1611.090000
1.05,1617.640000
1.05,1620.460000
1.05,1621.230000
1.05,1659.150000
1.05,1686.990000
1.05,1689.830000
1.05,1698.120000
1.05,1703.900000
1.05,1708.980000
1.05,1735.830000
1.05,1821.320000
1.05,1855.920000
1.05,1861.380000
1.05,1861.550000
1.05,1862.000000
1.05,1862.760000
1.05,1863.290000
1.05,1863.840000
1.05,1865.140000
1.05,1865.350000
1.05,1866.260000
1.05,1866.530000
1.05,1866.540000
1.05,1866.570000
1.05,1869.190000
1.05,1869.880000
1.05,1870.600000
1.05,1872.430000
1.05,1872.810000
1.05,1873.130000
1.05,1873.130000
1.05,1876.710000
1.05,1877.060000
1.05,1878.010000
1.05,1878.280000
1.05,1879.450000
1.05,1879.920000
1.05,1880.090000
1.05,1882.820000
1.05,1893.590000
1.05,1916.210000
1.05,1963.440000
1.05,2069.950000
1.05,2122.310000
1.0999999999999999,1520.060000
1.0999999999999999,1526.740000
1.0999999999999999,1529.400000
1.0999999999999999,1541.230000
1.0999999999999999,1549.060000
1.0999999999999999,1554.260000
1.0999999999999999,1583.960000
1.0999999999999999,1587.330000
1.0999999999999999,1593.830000
1.0999999999999999,1596.340000
1.0999999999999999,1597.060000
1.0999999999999999,1597.480000
1.0999999999999999,1605.300000
1.0999999999999999,1606.860000
1.0999999999999999,1610.810000
1.0999999999999999,1611.940000
1.0999999999999999,1640.560000
1.0999999999999999,1659.140000
1.0999999999999999,1751.640000
1.0999999999999999,1760.590000
1.0999999999999999,1772.070000
1.0999999999999999,1828.700000
1.0999999999999999,1832.200000
1.0999999999999999,1842.950000
1.0999999999999999,1850.440000
1.0999999999999999,1851.340000
1.0999999999999999,1862.740000
1.0999999999999999,1895.560000
1.0999999999999999,1896.180000
1.0999999999999999,1899.900000
1.0999999999999999,1901.780000
1.0999999999999999,1902.580000
1.0999999999999999,1942.980000
1.0999999999999999,1962.110000
1.0999999999999999,1963.210000
1.0999999999999999,1971.690000
1.0999999999999999,2054.420000
1.0999999999999999,2054.760000
1.0999999999999999,2084.190000
1.0999999999999999,2093.360000
1.0999999999999999,2095.050000
1.0999999999999999,2105.300000
1.0999999999999999,2108.250000
1.0999999999999999,2109.970000
1.0999999999999999,2129.650000
1.0999999999999999,2130.080000
1.0999999999999999,2131.410000
1.0999999999999999,2131.530000
1.0999999999999999,2133.340000
1.0999999999999999,2134.010000
1.0999999999999999,2135.290000
1.0999999999999999,2138.610000
1.0999999999999999,2141.660000
1.0999999999999999,2142.160000
1.0999999999999999,2143.010000
1.0999999999999999,2143.100000
1.0999999999999999,2144.580000
1.0999999999999999,2145.040000
1.0999999999999999,2145.260000
1.0999999999999999,2146.050000
1.0999999999999999,2148.040000
1.0999999999999999,2149.450000
1.0999999999999999,2149.840000
1.0999999999999999,2150.380000
1.0999999999999999,2151.420000
1.0999999999999999,2151.520000
1.0999999999999999,2151.570000
1.0999999999999999,2151.750000
1.0999999999999999,2153.650000
1.0999999999999999,2156.590000
1.0999999999999999,2156.740000
1.0999999999999999,2158.240000
1.0999999999999999,2159.570000
1.0999999999999999,2159.910000
1.0999999999999999,2159.950000
1.0999999999999999,2174.440000
1.0999999999999999,2204.590000
1.0999999999999999,2228.320000
1.0999999999999999,2231.240000
1.0999999999999999,2240.740000
1.0999999999999999,2254.240000
1.0999999999999999,2267.570000
1.0999999999999999,2270.360000
1.0999999999999999,2272.410000
1.0999999999999999,2288.360000
1.0999999999999999,2317.570000
1.0999999999999999,2421.010000
1.0999999999999999,2443.160000
1.0999999999999999,2456.900000
1.0999999999999999,2494.580000
1.0999999999999999,2520.270000
1.0999999999999999,2583.480000
1.0999999999999999,2598.810000
1.0999999999999999,2647.100000
1.0999999999999999,2685.190000
1.0999999999999999,2752.580000
1.0999999999999999,2755.690000
1.0999999999999999,2808.180000
1.0999999999999999,2828.100000
1.0999999999999999,2856.760000
1.15,1973.170000
1.15,1998.740000
1.15,2001.400000
1.15,2037.310000
1.15,2046.840000
1.15,2050.800000
1.15,2056.700000
1.15,2058.050000
1.15,2059.590000
1.15,2066.390000
1.15,2069.350000
1.15,2074.020000
1.15,2078.130000
1.15,2084.100000
1.15,2084.490000
1.15,2085.910000
1.15,2087.290000
1.15,2120.530000
1.15,2134.160000
1.15,2165.150000
1.15,2169.820000
1.15,2178.760000
1.15,2195.420000
1.15,2206.670000
1.15,2218.670000
1.15,2226.220000
1.15,2238.490000
1.15,2240.030000
1.15,2240.740000
1.15,2241.360000
1.15,2241.680000
1.15,2254.580000
1.15,2255.580000
1.15,2259.520000
1.15,2279.140000
1.15,2283.330000
1.15,2286.240000
1.15,2315.670000
1.15,2320.790000
1.15,2322.910000
1.15,2339.940000
1.15,2344.410000
1.15,2352.350000
1.15,2360.580000
1.15,2367.260000
1.15,2373.930000
1.15,2377.250000
1.15,2402.830000
1.15,2414.160000
1.15,2419.090000
1.15,2425.140000
1.15,2447.840000
1.15,2455.970000
1.15,2458.090000
1.15,2470.570000
1.15,2472.370000
1.15,2483.590000
1.15,2484.710000
1.15,2507.520000
1.15,2513.280000
1.15,2517.310000
1.15,2519.100000
1.15,2519.180000
1.15,2521.510000
1.15,2533.920000
1.15,2535.940000
1.15,2543.660000
1.15,2548.550000
1.15,2553.950000
1.15,2558.000000
1.15,2565.500000
1.15,2571.130000
1.15,2592.430000
1.15,2595.940000
1.15,2596.540000
1.15,2600.520000
1.15,2609.830000
1.15,2627.640000
1.15,2635.690000
1.15,2644.290000
1.15,2653.210000
1.15,2655.300000
1.15,2657.500000
1.15,2662.530000
1.15,2669.740000
1.15,2682.630000
1.15,2692.540000
1.15,2694.750000
1.15,2705.380000
1.15,2706.340000
1.15,2742.320000
1.15,2747.660000
1.15,2791.380000
1.15,2836.180000
1.15,2905.630000
1.15,2910.220000
1.15,3088.550000
1.15,3096.590000
1.15,3099.020000
1.15,3318.780000
1.2,2424.010000
1.2,2445.650000
1.2,2514.300000
1.2,2515.400000
1.2,2528.170000
1.2,2529.140000
1.2,2533.550000
1.2,2549.800000
1.2,2588.490000
1.2,2594.460000
1.2,2599.670000
1.2,2601.630000
1.2,2602.820000
1.2,2603.900000
1.2,2604.850000
1.2,2617.950000
1.2,2627.570000
1.2,2651.230000
1.2,2655.620000
1.2,2674.730000
1.2,2687.590000
1.2,2688.440000
1.2,2694.500000
1.2,2699.100000
1.2,2701.430000
1.2,2702.190000
1.2,2708.340000
1.2,2711.730000
1.2,2717.950000
1.2,2727.740000
1.2,2747.630000
1.2,2749.980000
1.2,2751.140000
1.2,2757.300000
1.2,2758.340000
1.2,2759.120000
1.2,2763.990000
1.2,2771.160000
1.2,2778.760000
1.2,2785.450000
1.2,2786.450000
1.2,2805.650000
1.2,2806.660000
1.2,2820.170000
1.2,2825.390000
1.2,2829.700000
1.2,2836.140000
1.2,2846.160000
1.2,2848.250000
1.2,2861.810000
1.2,2872.150000
1.2,2874.190000
1.2,2881.840000
1.2,2882.560000
1.2,2891.750000
1.2,2899.420000
1.2,2908.160000
1.2,2909.080000
1.2,2915.660000
1.2,2925.460000
1.2,2926.830000
1.2,2933.560000
1.2,2938.140000
1.2,2941.160000
1.2,2946.960000
1.2,2953.770000
1.2,2961.340000
1.2,2971.750000
1.2,2977.270000
1.2,2980.970000
1.2,3003.120000
1.2,3006.940000
1.2,3015.850000
1.2,3020.010000
1.2,3022.190000
1.2,3032.370000
1.2,3039.370000
1.2,3040.340000
1.2,3058.050000
1.2,3062.120000
1.2,3072.620000
1.2,3076.450000
1.2,3077.980000
1.2,3103.930000
1.2,3140.420000
1.2,3140.860000
1.2,3175.680000
1.2,3182.320000
1.2,3190.880000
1.2,3213.630000
1.2,3226.310000
1.2,3255.630000
1.2,3258.000000
1.2,3276.100000
1.2,3312.940000
1.2,3338.380000
1.2,3534.600000
1.2,3591.370000
1.2,3775.670000
1.2,3796.940000
1.25,2924.040000
1.25,3079.550000
1.25,3089.660000
1.25,3134.160000
1.25,3135.260000
1.25,3143.210000
1.25,3156.920000
1.25,3176.660000
1.25,3189.200000
1.25,3189.400000
1.25,3190.730000
1.25,3195.860000
1.25,3196.840000
1.25,3196.920000
1.25,3203.370000
1.25,3231.950000
1.25,3237.000000
1.25,3242.870000
1.25,3248.570000
1.25,3250.610000
1.25,3256.690000
1.25,3258.110000
1.25,3258.430000
1.25,3259.270000
1.25,3259.540000
1.25,3265.640000
1.25,3268.530000
1.25,3271.670000
1.25,3287.580000
1.25,3292.080000
1.25,3298.550000
1.25,3299.610000
1.25,3302.230000
1.25,3313.790000
1.25,3317.880000
1.25,3317.900000
1.25,3323.710000
1.25,3325.480000
1.25,3329.180000
1.25,3331.630000
1.25,3336.950000
1.25,3341.310000
1.25,3348.180000
1.25,3354.710000
1.25,3364.470000
1.25,3372.150000
1.25,3383.560000
1.25,3384.300000
1.25,3386.060000
1.25,3389.080000
1.25,3395.080000
1.25,3424.480000
1.25,3444.020000
1.25,3449.620000
1.25,3481.220000
1.25,3511.490000
1.25,3521.670000
1.25,3537.500000
1.25,3572.800000
1.25,3574.180000
1.25,3596.030000
1.25,3620.740000
1.25,3651.030000
1.25,3651.590000
1.25,3670.190000
1.25,3670.490000
1.25,3687.600000
1.25,3690.980000
1.25,3710.430000
1.25,3712.760000
1.25,3713.300000
1.25,3725.810000
1.25,3734.960000
1.25,3736.570000
1.25,3738.610000
1.25,3740.120000
1.25,3740.340000
1.25,3757.030000
1.25,3760.880000
1.25,3774.060000
1.25,3782.550000
1.25,3815.470000
1.25,4156.010000
1.25,4261.480000
1.25,4287.940000
1.25,4303.010000
1.25,4324.160000
1.25,4366.920000
1.25,4378.860000
1.25,4380.890000
1.25,4392.380000
1.25,4418.020000
1.25,4440.520000
1.25,4458.770000
1.25,4461.420000
1.25,4469.990000
1.25,4470.730000
1.25,4520.730000
1.25,4529.590000
1.25,4594.630000
1.3,3691.560000
1.3,3709.600000
1.3,3717.300000
1.3,3726.940000
1.3,3736.010000
1.3,3744.900000
1.3,3750.130000
1.3,3750.840000
1.3,3752.160000
1.3,3759.500000
1.3,3768.350000
1.3,3771.850000
1.3,3784.180000
1.3,3798.080000
1.3,3801.390000
1.3,3804.050000
1.3,3811.870000
1.3,3813.640000
1.3,3815.430000
1.3,3817.120000
1.3,3825.880000
1.3,3827.130000
1.3,3831.050000
1.3,3832.050000
1.3,3833.340000
1.3,3835.380000
1.3,3839.650000
1.3,3845.690000
1.3,3846.020000
1.3,3849.210000
1.3,3855.100000
1.3,3856.580000
1.3,3867.770000
1.3,3870.930000
1.3,3872.920000
1.3,3872.980000
1.3,3878.010000
1.3,3880.100000
1.3,3889.230000
1.3,3890.350000
1.3,3891.390000
1.3,3891.490000
1.3,3891.740000
1.3,3897.320000
1.3,3911.380000
1.3,3912.000000
1.3,3983.480000
1.3,3987.720000
1.3,4043.970000
1.3,4073.110000
1.3,4074.750000
1.3,4082.700000
1.3,4141.210000
1.3,4196.690000
1.3,4269.040000
1.3,4296.560000
1.3,4307.290000
1.3,4316.090000
1.3,4333.410000
1.3,4368.370000
1.3,4370.070000
1.3,4405.700000
1.3,4518.750000
1.3,4580.030000
1.3,4600.260000
1.3,4612.860000
1.3,4631.520000
1.3,4637.340000
1.3,4647.160000
1.3,4651.640000
1.3,4653.640000
1.3,4672.040000
1.3,4977.260000
1.3,4996.200000
1.3,5012.540000
1.3,5035.460000
1.3,5036.950000
1.3,5042.860000
1.3,5044.270000
1.3,5046.390000
1.3,5067.470000
1.3,5075.160000
1.3,5086.850000
1.3,5104.090000
1.3,5109.820000
1.3,5116.510000
1.3,5116.870000
1.3,5119.180000
1.3,5120.280000
1.3,5121.340000
1.3,5129.530000
1.3,5138.360000
1.3,5153.520000
1.3,5155.110000
1.3,5165.640000
1.3,5170.400000
1.3,5173.470000
1.3,5186.710000
1.3,5197.190000
1.3,5197.510000
1.35,3946.260000
1.35,3962.510000
1.35,4004.660000
1.35,4009.670000
1.35,4013.790000
1.35,4018.790000
1.35,4029.530000
1.35,4039.430000
1.35,4053.220000
1.35,4054.980000
1.35,4058.040000
