L,type,beta,wall_time_s
12,ES,1.5384615384615383,4894.7033
12,ES,1.5384615384615383,4959.5922
12,ES,1.5384615384615383,4963.9975
12,ES,1.5384615384615383,4955.4843
12,ES,1.5384615384615383,4900.9348
12,ES,1.5384615384615383,4955.3452
12,ES,1.5384615384615383,4891.3657
12,ES,1.5384615384615383,4964.2784
12,ES,1.5384615384615383,4829.2938
12,ES,1.5384615384615383,4969.1206
12,ES,1.5384615384615383,4899.6363
12,ES,1.5384615384615383,4962.8176
12,ES,1.5384615384615383,4936.6977
12,ES,1.5384615384615383,4982.8486
12,ES,1.5384615384615383,4947.0563
12,FS,1.176470588235294,3116.9752
12,FS,1.176470588235294,3077.5651
12,FS,1.176470588235294,3180.47
12,FS,1.176470588235294,3104.0968
12,FS,1.176470588235294,3154.1667
12,FS,1.176470588235294,3120.0703
12,FS,1.176470588235294,3190.1653
12,FS,1.176470588235294,3038.7424
12,FS,1.176470588235294,3154.1345
12,FS,1.176470588235294,3081.2945
12,FS,1.176470588235294,3202.213
12,FS,1.176470588235294,3093.0684
12,FS,1.176470588235294,3148.0332
12,FS,1.176470588235294,3111.5457
12,FS,1.176470588235294,3153.4106
12,FS,1.176470588235294,3135.1506
12,FS,1.176470588235294,3166.2165
12,FS,1.176470588235294,3070.1523
12,FS,1.176470588235294,3165.2416
12,FS,1.176470588235294,3032.1393
12,FS,1.2121212121212122,3369.4514
12,FS,1.2121212121212122,3219.2368
12,FS,1.2121212121212122,3353.9435
12,FS,1.2121212121212122,3266.2243
12,FS,1.2121212121212122,3319.7297
12,FS,1.2121212121212122,3291.0534
12,FS,1.2121212121212122,3367.9961
12,FS,1.2121212121212122,3268.5945
12,FS,1.2121212121212122,3361.4064
12,FS,1.2121212121212122,3234.8177
12,FS,1.2121212121212122,3360.1609
12,FS,1.2121212121212122,3263.5711
12,FS,1.2121212121212122,3344.7775
12,FS,1.2121212121212122,3283.6325
12,FS,1.2121212121212122,3316.8278
12,FS,1.2121212121212122,3264.3836
12,FS,1.2121212121212122,3340.4315
12,FS,1.2121212121212122,3297.6915
12,FS,1.2121212121212122,3351.6636
12,FS,1.2121212121212122,3287.0759
12,FS,1.25,3515.6661
12,FS,1.25,3492.802
12,FS,1.25,3496.1491
12,FS,1.25,3459.9563
12,FS,1.25,3507.6631
12,FS,1.25,3449.7959
12,FS,1.25,3476.0597
12,FS,1.25,3453.0862
12,FS,1.25,3528.4181
12,FS,1.25,3448.7603
12,FS,1.25,3456.3093
12,FS,1.25,3478.693
12,FS,1.25,3512.4969
12,FS,1.25,3459.4478
12,FS,1.25,3467.0685
12,FS,1.25,3439.1685
12,FS,1.25,3555.302
12,FS,1.25,3483.7475
12,FS,1.25,3575.131
12,FS,1.25,3445.1173
12,FS,1.2903225806451613,3648.6501
12,FS,1.2903225806451613,3671.1729
12,FS,1.2903225806451613,3730.8747
12,FS,1.2903225806451613,3742.1797
12,FS,1.2903225806451613,3649.863
12,FS,1.2903225806451613,3761.834
12,FS,1.2903225806451613,3737.9789
12,FS,1.2903225806451613,3731.7923
12,FS,1.2903225806451613,3726.2377
12,FS,1.2903225806451613,3760.806
12,FS,1.2903225806451613,3684.7063
12,FS,1.2903225806451613,3740.4008
12,FS,1.2903225806451613,3644.683
12,FS,1.2903225806451613,3644.7741
12,FS,1.2903225806451613,3650.1627
12,FS,1.2903225806451613,3735.0125
12,FS,1.2903225806451613,3661.4445
12,FS,1.2903225806451613,3748.7785
12,FS,1.2903225806451613,3685.9963
12,FS,1.2903225806451613,3762.9798
12,FS,1.3333333333333333,4020.0745
12,FS,1.3333333333333333,3903.2581
12,FS,1.3333333333333333,3992.5097
12,FS,1.3333333333333333,3893.211
12,FS,1.3333333333333333,3954.9033
12,FS,1.3333333333333333,3938.8397
12,FS,1.3333333333333333,3994.3903
12,FS,1.3333333333333333,3785.0819
12,FS,1.3333333333333333,3981.2183
12,FS,1.3333333333333333,3825.7843
12,FS,1.3333333333333333,4007.8871
12,FS,1.3333333333333333,3854.8929
12,FS,1.3333333333333333,3901.801
12,FS,1.3333333333333333,3878.5221
12,FS,1.3333333333333333,3963.9347
12,FS,1.3333333333333333,3840.0353
12,FS,1.3333333333333333,3960.8799
12,FS,1.3333333333333333,3777.8865
12,FS,1.3333333333333333,3968.5541
12,FS,1.3333333333333333,3900.6859
12,FS,1.3793103448275863,4188.6249
12,FS,1.3793103448275863,4252.7636
12,FS,1.3793103448275863,4182.0553
12,FS,1.3793103448275863,4176.3118
12,FS,1.3793103448275863,4175.2111
12,FS,1.3793103448275863,4211.2132
12,FS,1.3793103448275863,4195.5719
12,FS,1.3793103448275863,4203.9989
12,FS,1.3793103448275863,4194.0591
12,FS,1.3793103448275863,4206.0928
12,FS,1.3793103448275863,4216.8157
12,FS,1.3793103448275863,4199.0404
12,FS,1.3793103448275863,4179.463
12,FS,1.3793103448275863,4269.1256
12,FS,1.3793103448275863,4246.6289
12,FS,1.3793103448275863,4196.3564
12,FS,1.3793103448275863,4191.214
12,FS,1.3793103448275863,4233.1291
12,FS,1.3793103448275863,4256.2967
12,FS,1.3793103448275863,4234.4602
12,FS,1.4285714285714286,4512.8496
12,FS,1.4285714285714286,4349.4661
12,FS,1.4285714285714286,4443.3993
12,FS,1.4285714285714286,4373.6228
12,FS,1.4285714285714286,4405.872
12,FS,1.4285714285714286,4394.3657
12,FS,1.4285714285714286,4479.8678
12,FS,1.4285714285714286,4352.5186
12,FS,1.4285714285714286,4497.3708
12,FS,1.4285714285714286,4374.5808
12,FS,1.4285714285714286,4502.6767
12,FS,1.4285714285714286,4368.0231
12,FS,1.4285714285714286,4473.6092
12,FS,1.4285714285714286,4355.9172
12,FS,1.4285714285714286,4527.3323
12,FS,1.4285714285714286,4370.5131
12,FS,1.4285714285714286,4475.1681
12,FS,1.4285714285714286,4357.3388
12,FS,1.4285714285714286,4522.4548
12,FS,1.4285714285714286,4344.5194
12,FS,1.4814814814814814,4716.1627
12,FS,1.4814814814814814,4656.9243
12,FS,1.4814814814814814,4806.3501
12,FS,1.4814814814814814,4769.632
12,FS,1.4814814814814814,4681.3403
12,FS,1.4814814814814814,4735.5561
12,FS,1.4814814814814814,4706.4467
12,FS,1.4814814814814814,4676.7482
12,FS,1.4814814814814814,4664.9688
12,FS,1.4814814814814814,4737.5416
12,FS,1.4814814814814814,4699.389
12,FS,1.4814814814814814,4667.6294
12,FS,1.4814814814814814,4776.9861
12,FS,1.4814814814814814,4721.7693
12,FS,1.4814814814814814,4711.1847
12,FS,1.4814814814814814,4730.0879
12,FS,1.4814814814814814,4717.4256
12,FS,1.4814814814814814,4743.4467
12,FS,1.4814814814814814,4726.2726
12,FS,1.4814814814814814,4659.7597
12,FS,1.5384615384615383,5197.9604
12,FS,1.5384615384615383,4967.0754
12,FS,1.5384615384615383,5102.7055
12,FS,1.5384615384615383,4979.3193
12,FS,1.5384615384615383,5052.7234
12,FS,1.5384615384615383,5013.5114
12,FS,1.5384615384615383,5177.6882
12,FS,1.5384615384615383,4910.3392
12,FS,1.5384615384615383,5071.1032
12,FS,1.5384615384615383,4937.5036
12,FS,1.5384615384615383,5156.1426
12,FS,1.5384615384615383,5072.8516
12,FS,1.5384615384615383,5056.8406
12,FS,1.5384615384615383,5068.5518
12,FS,1.5384615384615383,4981.931
12,FS,1.5384615384615383,4943.3535
12,FS,1.5384615384615383,5117.1948
12,FS,1.5384615384615383,5048.8967
12,FS,1.5384615384615383,5153.8869
12,FS,1.5384615384615383,4999.2661
12,nomeas,1.176470588235294,3117.8046
12,nomeas,1.176470588235294,3067.9626
12,nomeas,1.176470588235294,3098.003
12,nomeas,1.176470588235294,3050.1723
12,nomeas,1.176470588235294,3148.5628
12,nomeas,1.176470588235294,3011.5075
12,nomeas,1.176470588235294,3047.7591
12,nomeas,1.176470588235294,3037.6912
12,nomeas,1.176470588235294,3132.0181
12,nomeas,1.176470588235294,3045.3787
12,nomeas,1.176470588235294,3164.3485
12,nomeas,1.176470588235294,3057.5317
12,nomeas,1.176470588235294,3090.2595
12,nomeas,1.176470588235294,3083.9091
12,nomeas,1.176470588235294,3113.6218
12,nomeas,1.176470588235294,3145.9293
12,nomeas,1.176470588235294,3116.1378
12,nomeas,1.176470588235294,3091.5501
12,nomeas,1.176470588235294,3046.1862
12,nomeas,1.176470588235294,3181.9191
12,nomeas,1.2121212121212122,3304.2762
12,nomeas,1.2121212121212122,3222.5176
12,nomeas,1.2121212121212122,3234.2497
12,nomeas,1.2121212121212122,3246.9738
12,nomeas,1.2121212121212122,3297.0402
12,nomeas,1.2121212121212122,3197.4065
12,nomeas,1.2121212121212122,3253.5917
12,nomeas,1.2121212121212122,3205.0678
12,nomeas,1.2121212121212122,3244.243
12,nomeas,1.2121212121212122,3209.2674
12,nomeas,1.2121212121212122,3344.7388
12,nomeas,1.2121212121212122,3214.7896
12,nomeas,1.2121212121212122,3317.0476
12,nomeas,1.2121212121212122,3215.3621
12,nomeas,1.2121212121212122,3284.0678
12,nomeas,1.2121212121212122,3300.9051
12,nomeas,1.2121212121212122,3298.0214
12,nomeas,1.2121212121212122,3310.5821
12,nomeas,1.2121212121212122,3217.2634
12,nomeas,1.2121212121212122,3281.4345
12,nomeas,1.25,3427.5758
12,nomeas,1.25,3407.6159
12,nomeas,1.25,3455.6631
12,nomeas,1.25,3405.7006
12,nomeas,1.25,3460.4578
12,nomeas,1.25,3381.8084
12,nomeas,1.25,3511.1206
12,nomeas,1.25,3431.0524
12,nomeas,1.25,3461.0147
12,nomeas,1.25,3451.2252
12,nomeas,1.25,3494.9154
12,nomeas,1.25,3435.046
12,nomeas,1.25,3485.6665
12,nomeas,1.25,3496.9051
12,nomeas,1.25,3464.0348
12,nomeas,1.25,3531.7101
12,nomeas,1.25,3454.3958
12,nomeas,1.25,3497.0533
12,nomeas,1.25,3429.9575
12,nomeas,1.25,3537.4947
12,nomeas,1.2903225806451613,3627.8593
12,nomeas,1.2903225806451613,3696.3101
12,nomeas,1.2903225806451613,3626.6879
12,nomeas,1.2903225806451613,3637.0937
12,nomeas,1.2903225806451613,3647.144
12,nomeas,1.2903225806451613,3595.7228
12,nomeas,1.2903225806451613,3570.7684
12,nomeas,1.2903225806451613,3603.3149
12,nomeas,1.2903225806451613,3600.5196
12,nomeas,1.2903225806451613,3657.3718
12,nomeas,1.2903225806451613,3592.577
12,nomeas,1.2903225806451613,3665.0144
12,nomeas,1.2903225806451613,3618.3699
12,nomeas,1.2903225806451613,3688.7278
12,nomeas,1.2903225806451613,3570.2182
12,nomeas,1.2903225806451613,3701.1686
12,nomeas,1.2903225806451613,3627.7802
12,nomeas,1.2903225806451613,3642.9179
12,nomeas,1.2903225806451613,3618.519
12,nomeas,1.2903225806451613,3633.323
12,nomeas,1.3333333333333333,3898.9644
12,nomeas,1.3333333333333333,3777.349
12,nomeas,1.3333333333333333,3933.6597
12,nomeas,1.3333333333333333,3834.591
12,nomeas,1.3333333333333333,3922.129
12,nomeas,1.3333333333333333,3814.6867
12,nomeas,1.3333333333333333,3936.5783
12,nomeas,1.3333333333333333,3746.9354
12,nomeas,1.3333333333333333,3832.3966
12,nomeas,1.3333333333333333,3762.1755
12,nomeas,1.3333333333333333,3944.4318
12,nomeas,1.3333333333333333,3772.7427
12,nomeas,1.3333333333333333,3944.3548
12,nomeas,1.3333333333333333,3905.0736
12,nomeas,1.3333333333333333,3941.9524
12,nomeas,1.3333333333333333,3973.1492
12,nomeas,1.3333333333333333,3878.2561
12,nomeas,1.3333333333333333,3938.4896
12,nomeas,1.3333333333333333,3713.5419
12,nomeas,1.3333333333333333,3930.3575
12,nomeas,1.3793103448275863,4166.9077
12,nomeas,1.3793103448275863,4190.8913
12,nomeas,1.3793103448275863,4116.6032
12,nomeas,1.3793103448275863,4172.6092
12,nomeas,1.3793103448275863,4148.2131
12,nomeas,1.3793103448275863,4182.3105
12,nomeas,1.3793103448275863,4165.7015
12,nomeas,1.3793103448275863,4152.829
12,nomeas,1.3793103448275863,4178.7788
12,nomeas,1.3793103448275863,4080.8026
12,nomeas,1.3793103448275863,4135.1448
12,nomeas,1.3793103448275863,4154.229
12,nomeas,1.3793103448275863,4033.811
12,nomeas,1.3793103448275863,4164.3399
12,nomeas,1.3793103448275863,3980.3216
12,nomeas,1.3793103448275863,4114.1622
12,nomeas,1.3793103448275863,3973.0842
12,nomeas,1.3793103448275863,4158.4088
12,nomeas,1.3793103448275863,3990.6575
12,nomeas,1.3793103448275863,4150.2107
12,nomeas,1.4285714285714286,4397.1192
12,nomeas,1.4285714285714286,4266.5461
12,nomeas,1.4285714285714286,4419.5801
12,nomeas,1.4285714285714286,4285.9785
12,nomeas,1.4285714285714286,4427.6536
12,nomeas,1.4285714285714286,4301.6679
12,nomeas,1.4285714285714286,4397.251
12,nomeas,1.4285714285714286,4294.0862
12,nomeas,1.4285714285714286,4431.7663
12,nomeas,1.4285714285714286,4205.9121
12,nomeas,1.4285714285714286,4361.8133
12,nomeas,1.4285714285714286,4281.0554
12,nomeas,1.4285714285714286,4447.6418
12,nomeas,1.4285714285714286,4492.2676
12,nomeas,1.4285714285714286,4467.1024
12,nomeas,1.4285714285714286,4425.8689
12,nomeas,1.4285714285714286,4437.2073
12,nomeas,1.4285714285714286,4448.8878
12,nomeas,1.4285714285714286,4257.1347
12,nomeas,1.4285714285714286,4436.3646
12,nomeas,1.4814814814814814,4641.3389
12,nomeas,1.4814814814814814,4557.9266
12,nomeas,1.4814814814814814,4658.1141
12,nomeas,1.4814814814814814,4613.1235
12,nomeas,1.4814814814814814,4666.9419
12,nomeas,1.4814814814814814,4666.9605
12,nomeas,1.4814814814814814,4688.2127
12,nomeas,1.4814814814814814,4632.2748
12,nomeas,1.4814814814814814,4623.0717
12,nomeas,1.4814814814814814,4757.431
12,nomeas,1.4814814814814814,4727.3438
12,nomeas,1.4814814814814814,4681.9712
12,nomeas,1.4814814814814814,4664.2005
12,nomeas,1.4814814814814814,4621.9958
12,nomeas,1.4814814814814814,4678.0782
12,nomeas,1.4814814814814814,4628.825
12,nomeas,1.4814814814814814,4666.0736
12,nomeas,1.4814814814814814,4663.3597
12,nomeas,1.4814814814814814,4599.1509
12,nomeas,1.4814814814814814,4639.9967
12,nomeas,1.5384615384615383,5031.828
12,nomeas,1.5384615384615383,4928.4458
12,nomeas,1.5384615384615383,5007.4357
12,nomeas,1.5384615384615383,4902.0666
12,nomeas,1.5384615384615383,4938.6848
12,nomeas,1.5384615384615383,4878.497
12,nomeas,1.5384615384615383,4944.2233
12,nomeas,1.5384615384615383,4911.9148
12,nomeas,1.5384615384615383,5011.3884
12,nomeas,1.5384615384615383,4803.776
12,nomeas,1.5384615384615383,4912.5649
12,nomeas,1.5384615384615383,4921.6611
12,nomeas,1.5384615384615383,5041.0942
12,nomeas,1.5384615384615383,4961.2671
12,nomeas,1.5384615384615383,5061.8999
12,nomeas,1.5384615384615383,5033.9541
12,nomeas,1.5384615384615383,4991.6861
12,nomeas,1.5384615384615383,5007.388
12,nomeas,1.5384615384615383,4894.0838
12,nomeas,1.5384615384615383,5010.4946
14,ES,1.176470588235294,5115.87
14,ES,1.176470588235294,5201.4487
14,ES,1.176470588235294,5176.1531
14,ES,1.176470588235294,5209.8607
14,ES,1.176470588235294,5097.4055
14,ES,1.176470588235294,5247.9671
14,ES,1.176470588235294,4994.2576
14,ES,1.176470588235294,5242.5874
14,ES,1.176470588235294,5111.0392
14,ES,1.176470588235294,5286.107
14,ES,1.176470588235294,5111.5204
14,ES,1.176470588235294,5219.6656
14,ES,1.176470588235294,5057.1154
14,ES,1.176470588235294,5188.4237
14,ES,1.176470588235294,4998.7018
14,ES,1.176470588235294,5228.0726
14,ES,1.176470588235294,5009.5251
14,ES,1.176470588235294,5396.7574
14,ES,1.176470588235294,5054.511
14,ES,1.176470588235294,5295.4019
14,ES,1.2121212121212122,5389.2887
14,ES,1.2121212121212122,5450.2538
14,ES,1.2121212121212122,5341.2984
14,ES,1.2121212121212122,5495.3906
14,ES,1.2121212121212122,5288.366
14,ES,1.2121212121212122,5439.0843
14,ES,1.2121212121212122,5286.1198
14,ES,1.2121212121212122,5523.1974
14,ES,1.2121212121212122,5391.0012
14,ES,1.2121212121212122,5532.2965
14,ES,1.2121212121212122,6989.2747
14,ES,1.2121212121212122,5471.3724
14,ES,1.2121212121212122,5316.3877
14,ES,1.2121212121212122,5583.7605
14,ES,1.2121212121212122,5412.3215
14,ES,1.2121212121212122,5470.1414
14,ES,1.2121212121212122,5368.9903
14,ES,1.2121212121212122,5469.4201
14,ES,1.2121212121212122,6536.9586
14,ES,1.2121212121212122,5569.2933
14,ES,1.25,5763.7166
14,ES,1.25,5959.723
14,ES,1.25,5671.1246
14,ES,1.25,5762.7076
14,ES,1.25,6123.9642
14,ES,1.25,5845.4382
14,ES,1.25,5739.6892
14,ES,1.25,5804.0735
14,ES,1.25,5649.6829
14,ES,1.25,5792.2721
14,ES,1.25,5750.0429
14,ES,1.25,5841.4978
14,ES,1.25,5910.2101
14,ES,1.25,5827.4632
14,ES,1.25,5613.7028
14,ES,1.25,5873.2224
14,ES,1.25,6030.6872
14,ES,1.25,5825.9742
14,ES,1.25,5728.3184
14,ES,1.25,5821.137
14,ES,1.2903225806451613,6038.4688
14,ES,1.2903225806451613,6125.0361
14,ES,1.2903225806451613,6104.3472
14,ES,1.2903225806451613,6248.3269
14,ES,1.2903225806451613,8282.0929
14,ES,1.2903225806451613,7130.2148
14,ES,1.2903225806451613,6117.9461
14,ES,1.2903225806451613,6452.065
14,ES,1.2903225806451613,6084.3745
14,ES,1.2903225806451613,7242.7952
14,ES,1.2903225806451613,6200.9804
14,ES,1.2903225806451613,6295.1475
14,ES,1.2903225806451613,6142.2808
14,ES,1.2903225806451613,6599.5521
14,ES,1.2903225806451613,7566.492
14,ES,1.2903225806451613,6116.8515
14,ES,1.2903225806451613,8405.175
14,ES,1.2903225806451613,7771.0521
14,ES,1.2903225806451613,8230.1016
14,ES,1.2903225806451613,5967.5201
14,ES,1.3333333333333333,6383.6738
14,ES,1.3333333333333333,7724.0962
14,ES,1.3333333333333333,6473.3113
14,ES,1.3333333333333333,6623.4967
14,ES,1.3333333333333333,8290.0357
14,ES,1.3333333333333333,8472.0746
14,ES,1.3333333333333333,7036.5615
14,ES,1.3333333333333333,6643.2902
14,ES,1.3333333333333333,7931.4612
14,ES,1.3333333333333333,6510.0448
14,ES,1.3333333333333333,8399.1521
14,ES,1.3333333333333333,6591.2351
14,ES,1.3333333333333333,7735.9074
14,ES,1.3333333333333333,6662.053
14,ES,1.3333333333333333,8291.7456
14,ES,1.3333333333333333,7200.6747
14,ES,1.3333333333333333,6597.8271
14,ES,1.3333333333333333,6593.5009
14,ES,1.3333333333333333,6435.6391
14,ES,1.3333333333333333,7643.3342
14,ES,1.3793103448275863,8016.4866
14,ES,1.3793103448275863,8198.7797
14,ES,1.3793103448275863,8574.4065
14,ES,1.3793103448275863,7099.6395
14,ES,1.3793103448275863,7950.3838
14,ES,1.3793103448275863,6874.76
14,ES,1.3793103448275863,8836.8727
14,ES,1.3793103448275863,7024.7972
14,ES,1.3793103448275863,6788.4803
14,ES,1.3793103448275863,6911.8106
14,ES,1.3793103448275863,7575.6475
14,ES,1.3793103448275863,7712.1544
14,ES,1.3793103448275863,6753.8889
14,ES,1.3793103448275863,8938.7085
14,ES,1.3793103448275863,6854.0205
14,ES,1.3793103448275863,8577.9828
14,ES,1.3793103448275863,8270.324
14,ES,1.3793103448275863,7297.5504
14,ES,1.3793103448275863,7885.4614
14,ES,1.3793103448275863,6978.7485
14,ES,1.4285714285714286,7947.3582
14,ES,1.4285714285714286,7580.6036
14,ES,1.4285714285714286,8121.8375
14,ES,1.4285714285714286,9443.1673
14,ES,1.4285714285714286,8164.4834
14,ES,1.4285714285714286,7439.2185
14,ES,1.4285714285714286,7176.8543
14,ES,1.4285714285714286,7633.58
14,ES,1.4285714285714286,9530.9852
14,ES,1.4285714285714286,9206.7131
14,ES,1.4285714285714286,9621.8148
14,ES,1.4285714285714286,9621.3537
14,ES,1.4285714285714286,7233.5898
14,ES,1.4285714285714286,9270.7877
14,ES,1.4285714285714286,8924.876
14,ES,1.4285714285714286,8364.4753
14,ES,1.4285714285714286,9487.1424
14,ES,1.4285714285714286,9491.5107
14,ES,1.4285714285714286,9099.6809
14,ES,1.4285714285714286,9756.6648
14,ES,1.4814814814814814,9735.4439
14,ES,1.4814814814814814,10089.599
14,ES,1.4814814814814814,10340.876
14,ES,1.4814814814814814,9555.7599
14,ES,1.4814814814814814,9591.0078
14,ES,1.4814814814814814,10102.69
14,ES,1.4814814814814814,9215.4576
14,ES,1.4814814814814814,9243.7603
14,ES,1.4814814814814814,10019.945
14,ES,1.4814814814814814,8154.4429
14,ES,1.4814814814814814,8891.8212
14,ES,1.4814814814814814,10064.18
14,ES,1.4814814814814814,10217.81
14,ES,1.4814814814814814,10005.108
14,ES,1.4814814814814814,9740.0816
14,ES,1.4814814814814814,10245.52
14,ES,1.4814814814814814,9240.1221
14,ES,1.4814814814814814,9839.1201
14,ES,1.4814814814814814,8284.0212
14,ES,1.4814814814814814,7590.4365
14,ES,1.5384615384615383,11010.619
14,ES,1.5384615384615383,11079.502
14,ES,1.5384615384615383,11077.87
14,ES,1.5384615384615383,10995.518
14,ES,1.5384615384615383,10542.67
14,ES,1.5384615384615383,11404.342
14,ES,1.5384615384615383,10764.159
14,ES,1.5384615384615383,10538.216
14,ES,1.5384615384615383,10584.733
14,ES,1.5384615384615383,10492.514
14,ES,1.5384615384615383,10946.251
14,ES,1.5384615384615383,10804.068
14,ES,1.5384615384615383,10822.258
14,ES,1.5384615384615383,11209.249
14,ES,1.5384615384615383,10329.854
14,ES,1.5384615384615383,11692.175
14,ES,1.5384615384615383,10897.608
14,ES,1.5384615384615383,11244.492
14,ES,1.5384615384615383,10968.006
14,ES,1.5384615384615383,11153.178
14,FS,1.176470588235294,5189.4573
14,FS,1.176470588235294,5336.3494
14,FS,1.176470588235294,5158.9981
14,FS,1.176470588235294,5263.4247
14,FS,1.176470588235294,6828.0736
14,FS,1.176470588235294,5346.545
14,FS,1.176470588235294,5110.6674
14,FS,1.176470588235294,5313.6758
14,FS,1.176470588235294,5135.1816
14,FS,1.176470588235294,5440.3136
14,FS,1.176470588235294,5150.2733
14,FS,1.176470588235294,5430.8696
14,FS,1.176470588235294,5222.4587
14,FS,1.176470588235294,5337.9101
14,FS,1.176470588235294,5153.1663
14,FS,1.176470588235294,5374.0816
14,FS,1.176470588235294,5172.1943
14,FS,1.176470588235294,5472.2549
14,FS,1.176470588235294,5113.8148
14,FS,1.176470588235294,5364.804
14,FS,1.2121212121212122,5491.1578
14,FS,1.2121212121212122,5560.0371
14,FS,1.2121212121212122,5500.3375
14,FS,1.2121212121212122,5703.3496
14,FS,1.2121212121212122,5357.1175
14,FS,1.2121212121212122,5635.128
14,FS,1.2121212121212122,5435.7192
14,FS,1.2121212121212122,5593.58
14,FS,1.2121212121212122,5520.6732
14,FS,1.2121212121212122,5599.1503
14,FS,1.2121212121212122,5311.6676
14,FS,1.2121212121212122,5519.4429
14,FS,1.2121212121212122,5448.7685
14,FS,1.2121212121212122,5893.777
14,FS,1.2121212121212122,5338.6847
14,FS,1.2121212121212122,5629.1041
14,FS,1.2121212121212122,5423.3029
14,FS,1.2121212121212122,5592.9119
14,FS,1.2121212121212122,5529.6085
14,FS,1.2121212121212122,5644.935
14,FS,1.25,6406.0687
14,FS,1.25,5879.8362
14,FS,1.25,5926.1735
14,FS,1.25,7127.8141
14,FS,1.25,5826.9705
14,FS,1.25,5882.6071
14,FS,1.25,6345.7347
14,FS,1.25,5830.9768
14,FS,1.25,5863.1817
14,FS,1.25,5800.7432
14,FS,1.25,5802.1035
14,FS,1.25,5962.2623
14,FS,1.25,5988.3244
14,FS,1.25,5967.3168
14,FS,1.25,5942.8293
14,FS,1.25,5983.8251
14,FS,1.25,5896.6849
14,FS,1.25,6481.5256
14,FS,1.25,5866.3873
14,FS,1.25,6787.8427
14,FS,1.2903225806451613,6486.8294
14,FS,1.2903225806451613,6093.5832
14,FS,1.2903225806451613,6549.0752
14,FS,1.2903225806451613,7137.1511
14,FS,1.2903225806451613,6340.1044
14,FS,1.2903225806451613,6054.5911
14,FS,1.2903225806451613,6449.0512
14,FS,1.2903225806451613,6250.9027
14,FS,1.2903225806451613,6266.3568
14,FS,1.2903225806451613,6242.9548
14,FS,1.2903225806451613,6328.2726
14,FS,1.2903225806451613,8108.8626
14,FS,1.2903225806451613,6420.5732
14,FS,1.2903225806451613,6326.0488
14,FS,1.2903225806451613,6391.9617
14,FS,1.2903225806451613,6172.337
14,FS,1.2903225806451613,6340.0553
14,FS,1.2903225806451613,6199.7057
14,FS,1.2903225806451613,6380.2091
14,FS,1.2903225806451613,6152.527
14,FS,1.3333333333333333,6962.5226
14,FS,1.3333333333333333,6849.609
14,FS,1.3333333333333333,6510.7275
14,FS,1.3333333333333333,6817.7582
14,FS,1.3333333333333333,6529.0392
14,FS,1.3333333333333333,6818.1228
14,FS,1.3333333333333333,6592.5277
14,FS,1.3333333333333333,6796.77
14,FS,1.3333333333333333,6545.92
14,FS,1.3333333333333333,8046.7237
14,FS,1.3333333333333333,6486.0819
14,FS,1.3333333333333333,6812.1973
14,FS,1.3333333333333333,7303.3941
14,FS,1.3333333333333333,7568.5137
14,FS,1.3333333333333333,6504.9563
14,FS,1.3333333333333333,7546.3681
14,FS,1.3333333333333333,6444.9726
14,FS,1.3333333333333333,6616.1186
14,FS,1.3333333333333333,6473.6362
14,FS,1.3333333333333333,7009.018
14,FS,1.3793103448275863,6763.751
14,FS,1.3793103448275863,7674.3947
14,FS,1.3793103448275863,7742.788
14,FS,1.3793103448275863,8698.4482
14,FS,1.3793103448275863,7308.0387
14,FS,1.3793103448275863,6987.378
14,FS,1.3793103448275863,6930.8684
14,FS,1.3793103448275863,8831.733
14,FS,1.3793103448275863,8260.1777
14,FS,1.3793103448275863,6960.2526
14,FS,1.3793103448275863,8862.7467
14,FS,1.3793103448275863,8971.5804
14,FS,1.3793103448275863,6947.4027
14,FS,1.3793103448275863,7776.911
14,FS,1.3793103448275863,6963.8123
14,FS,1.3793103448275863,8828.9681
14,FS,1.3793103448275863,8965.9554
14,FS,1.3793103448275863,8349.9004
14,FS,1.3793103448275863,9175.3469
14,FS,1.3793103448275863,8702.9974
14,FS,1.4285714285714286,9406.964
14,FS,1.4285714285714286,9570.0174
14,FS,1.4285714285714286,9390.9917
14,FS,1.4285714285714286,7742.5732
14,FS,1.4285714285714286,7943.6877
14,FS,1.4285714285714286,9845.667
14,FS,1.4285714285714286,7445.9231
14,FS,1.4285714285714286,9211.7108
14,FS,1.4285714285714286,8913.6197
14,FS,1.4285714285714286,8097.5044
14,FS,1.4285714285714286,9535.1681
14,FS,1.4285714285714286,9790.5904
14,FS,1.4285714285714286,9397.9459
14,FS,1.4285714285714286,9938.3564
14,FS,1.4285714285714286,9190.6722
14,FS,1.4285714285714286,9495.2298
14,FS,1.4285714285714286,9293.4794
14,FS,1.4285714285714286,10176.638
14,FS,1.4285714285714286,7396.4739
14,FS,1.4285714285714286,9897.1406
14,FS,1.4814814814814814,9503.6822
14,FS,1.4814814814814814,9584.7471
14,FS,1.4814814814814814,7930.3007
14,FS,1.4814814814814814,10050.11
14,FS,1.4814814814814814,10252.165
14,FS,1.4814814814814814,9208.4263
14,FS,1.4814814814814814,9666.0244
14,FS,1.4814814814814814,10338.887
14,FS,1.4814814814814814,7869.178
14,FS,1.4814814814814814,10377.297
14,FS,1.4814814814814814,8660.2525
14,FS,1.4814814814814814,10421.626
14,FS,1.4814814814814814,10301.287
14,FS,1.4814814814814814,9104.0206
14,FS,1.4814814814814814,9922.4888
