filename,kind,beta,Tsteps,steps,stepsPerMeasurement,Nbins,nprocs,rank0_time_s,rank1_time_s,rank2_time_s,rank3_time_s,rank4_time_s,rank5_time_s,rank6_time_s,rank7_time_s,rank8_time_s,rank9_time_s,rank10_time_s,rank11_time_s,rank12_time_s,rank13_time_s,rank14_time_s,rank15_time_s,rank16_time_s,rank17_time_s,rank18_time_s,rank19_time_s,rank20_time_s,rank21_time_s,rank22_time_s,rank23_time_s,rank24_time_s,rank25_time_s,rank26_time_s,rank27_time_s,rank28_time_s,rank29_time_s,rank30_time_s,rank31_time_s,rank32_time_s,rank33_time_s,rank34_time_s,rank35_time_s,rank36_time_s,rank37_time_s,rank38_time_s,rank39_time_s,rank40_time_s,rank41_time_s,rank42_time_s,rank43_time_s,rank44_time_s,rank45_time_s,rank46_time_s,rank47_time_s,rank48_time_s,rank49_time_s,total_mean_q,total_max_q,total_mean_sgnW,total_std_sgnW,wall_clock_seconds,total_elapsed_cpu_seconds
tfim_nomeas_beta_4.0.out,nomeas,4,1000000,10000000,1000,100,50,402.527,427.551,408.106,408.831,420.239,517.979,519.603,412.32,428.904,416.909,421.384,407.783,468.862,426.061,414.054,423.463,439.61,432.172,497.789,406.711,412.333,458.118,410.542,407.944,430.438,431.813,415.341,424.143,401.317,422.563,426.073,398.575,418.018,426.86,429.84,412.914,415.844,414.893,428.913,413.19,362.394,346.577,366.001,397.678,377.543,363.991,375.954,368.251,386.784,357.183,23.12228,66.0,1.0,0.0,519.60458,20802.8863
tfim_esus-beta_0.1.out,esus,0.1,1000000,10000000,1000,100,50,6.52179,6.48654,6.50746,6.45138,6.27135,6.27695,6.46811,6.48219,6.46098,6.49751,6.49565,6.39624,6.5186,6.47994,6.49755,6.49837,6.43112,6.45334,6.50701,6.4445,6.45689,6.4525,6.467,6.50897,6.46168,6.47008,6.49713,6.52441,6.485,6.44916,6.47139,6.44696,6.49591,6.4906,6.50959,6.52402,6.50442,6.49778,6.5072,6.48989,6.50494,6.52046,6.43209,6.47238,6.47357,6.56133,6.50065,6.67397,6.50583,6.47712,0.156728,8.0,1.0,0.0,6.67640403,323.979514
tfim_esus-beta_0.16551724.out,esus,0.165517,1000000,10000000,1000,100,50,7.33379,7.32941,7.32862,7.33961,7.32082,7.31381,7.32441,7.32277,7.31868,7.31532,7.31572,7.32201,7.36732,7.31533,7.33194,7.31459,7.30803,7.32447,7.32014,7.33342,7.30854,7.31686,7.33765,7.31802,7.36151,7.31901,7.33029,7.31971,7.32988,7.31618,7.31135,7.32341,7.31672,7.32317,7.31991,7.318,7.31979,7.32309,7.3317,7.3087,7.33252,7.3247,7.33186,7.31213,7.31587,7.32312,7.31386,7.31987,7.31122,7.3215,0.422848,10.0,1.0,0.0,7.36962134,366.160349
tfim_esus-beta_0.23103448.out,esus,0.231034,1000000,10000000,1000,100,50,8.4614,8.45393,8.46451,8.45439,8.46284,8.44759,8.47369,8.45058,8.45575,8.45608,8.4624,8.44662,8.45642,9.50285,8.47697,8.43825,8.57242,8.44095,8.47845,8.45488,8.45043,8.45111,8.52139,8.44412,8.45697,8.4497,8.46229,8.4518,8.45756,8.44743,8.4493,8.45122,8.4692,8.45582,8.46831,8.47433,8.47937,8.44668,8.46338,8.45839,8.456,8.46743,8.45978,8.44944,8.45567,8.46109,8.45483,8.43668,8.44065,8.45648,0.798288,12.0,1.0,0.0,9.50525224,424.057783
tfim_esus-beta_0.29655172.out,esus,0.296552,1000000,10000000,1000,100,50,12.2717,9.97635,9.99898,9.98439,10.0052,11.8773,10.0175,11.2833,10.0009,10.0053,10.0101,10.0063,11.5352,10.001,10.01,10.0044,10.0141,9.96695,10.011,10.0738,10.0085,10.0004,9.99862,10.0003,11.0944,10.0045,12.6075,10.0038,13.26,11.2981,9.99374,10.0181,10.0436,9.98557,10.0142,10.0208,10.0045,9.98041,10.0266,10.0113,10.0289,10.023,10.0193,10.8415,9.99847,10.0111,9.9945,12.3151,9.98572,9.99425,1.249724,16.0,1.0,0.0,13.2624154,518.640431
tfim_esus-beta_0.36206897.out,esus,0.362069,1000000,10000000,1000,100,50,16.8211,16.669,14.7734,15.1155,16.9157,16.3273,16.0176,15.0857,16.0648,13.4999,14.527,16.6257,16.7855,16.7846,16.4727,16.3868,16.457,16.1958,16.1696,12.298,15.8565,16.6366,16.0955,16.915,14.8209,16.7293,16.7934,16.0383,15.6787,16.161,16.484,15.6748,15.9031,16.2246,16.4354,16.4958,12.9072,16.8737,16.9171,16.6933,12.0102,13.4984,14.5955,14.3087,14.9284,15.6319,15.8713,15.6244,12.3663,16.8729,1.751892,14.0,1.0,0.0,16.919524,784.034984
tfim_esus-beta_0.42758621.out,esus,0.427586,1000000,10000000,1000,100,50,19.5513,19.8401,19.6766,19.8733,20.2196,19.6484,19.9395,19.9658,19.9213,19.9763,19.6358,19.681,20.0395,19.7856,19.9898,19.8358,19.762,19.3499,19.8996,19.5585,20.0771,19.5729,19.981,19.9708,19.9008,19.6937,19.9308,19.5271,19.7317,19.8781,19.6585,19.94,19.248,18.8182,20.0492,20.1093,19.9091,19.9138,19.4331,19.7875,20.0382,19.8311,19.7487,20.0405,18.9479,19.839,19.4875,19.939,19.885,19.5181,2.279852,16.0,1.0,0.0,20.2219438,988.555567
tfim_esus-beta_0.49310345.out,esus,0.493103,1000000,10000000,1000,100,50,24.3794,24.4234,24.4511,24.4031,24.4549,24.092,24.3369,24.1657,24.3146,24.1691,24.1384,24.21,24.3674,24.0599,24.1911,24.0955,24.3125,24.4131,24.374,24.2384,24.3932,24.1604,24.4009,24.3375,24.4066,24.2229,24.4,24.3379,24.3986,24.4091,24.4836,24.0699,24.4734,24.3747,24.4303,24.7301,24.4192,24.3469,24.3471,24.4008,24.2915,24.3168,24.4783,24.3846,24.3578,24.3687,24.2963,24.3941,24.3209,24.3388,2.793172,18.0,1.0,0.0,24.7326172,1216.68108
tfim_esus-beta_0.55862069.out,esus,0.558621,1000000,10000000,1000,100,50,27.7256,27.4897,27.7065,27.7283,27.6496,27.6416,27.6353,27.5255,27.7795,27.7161,27.7817,27.8023,27.7065,27.937,27.9521,27.7513,28.0141,27.5745,27.659,27.4691,27.7337,27.9545,27.7439,27.7383,27.9319,27.728,27.653,27.6783,27.7809,27.6773,27.6788,27.6469,27.6414,27.7646,27.6532,27.7865,27.6409,27.7145,27.7894,27.7652,27.6382,27.7183,27.7533,27.714,27.703,27.7671,27.7669,27.9015,27.743,27.7554,3.279128,20.0,1.0,0.0,28.016352,1386.40727
tfim_esus-beta_0.62413793.out,esus,0.624138,1000000,10000000,1000,100,50,32.4231,32.4207,32.4341,32.4935,32.5157,32.282,32.3037,32.3747,32.3984,32.3459,32.3827,32.3384,32.6606,32.3771,32.4809,32.4313,32.5901,32.2437,32.3948,32.415,32.4607,32.387,32.4995,32.483,32.3924,32.3241,32.5183,32.4229,32.3903,32.5352,32.4662,32.4426,32.4395,32.4281,32.4773,32.4243,32.4067,32.5699,32.3174,32.4268,32.3052,32.0964,32.2843,32.2509,32.2388,32.1714,32.2398,32.0913,32.1861,31.9993,3.724524,20.0,1.0,0.0,32.6638596,1618.98175
tfim_esus-beta_0.68965517.out,esus,0.689655,1000000,10000000,1000,100,50,35.6995,35.5753,35.614,35.7619,35.6882,35.6317,35.5955,35.6589,35.984,35.6933,35.7181,35.6196,35.7235,35.5582,35.7536,35.6985,35.7134,35.5123,35.884,35.6189,35.5949,35.6238,35.8385,35.7564,35.6398,35.6025,35.8635,35.6837,35.646,35.5767,35.8036,35.6616,35.7313,35.6458,35.7857,35.7986,35.7648,35.6666,35.6536,35.7588,35.435,35.1553,35.3942,35.1877,35.3017,35.2428,35.5853,35.3596,35.524,35.2826,4.130236,24.0,1.0,0.0,35.9874207,1781.26686
tfim_esus-beta_0.75517241.out,esus,0.755172,1000000,10000000,1000,100,50,39.0434,38.8302,39.0768,39.0687,39.067,38.8135,38.9046,38.9469,39.0048,39.0307,39.1387,38.9386,38.9546,38.7124,39.0187,39.0498,38.9462,38.8207,38.9748,39.0126,39.0398,39.0136,39.0869,38.9807,84.1923,38.8118,38.8684,39.1037,39.0536,38.9043,39.0137,39.036,39.3525,39.0654,38.9934,39.0374,39.0686,38.9487,38.9058,39.5099,38.2405,38.0629,38.2735,37.8385,38.3204,38.1345,38.4168,38.1994,38.223,38.0728,4.509468,26.0,1.0,0.0,84.1952221,1987.12208
tfim_esus-beta_0.82068966.out,esus,0.82069,1000000,10000000,1000,100,50,42.3784,42.0754,42.5429,42.2089,42.4257,42.2744,42.1824,42.1961,42.4254,42.2971,42.3586,43.1125,42.4288,42.2967,42.2924,42.2168,42.2288,42.2495,42.3414,42.375,42.4417,42.1525,42.4687,42.3451,42.1958,42.256,42.2447,42.3707,42.2274,42.249,42.3615,42.3649,42.2293,42.2489,42.1682,42.2785,42.3402,42.1546,42.3297,42.5577,41.6385,41.213,41.4411,41.0641,41.5986,41.4088,41.5723,41.0304,41.6061,41.5017,4.879968,24.0,1.0,0.0,43.1149174,2106.96688
tfim_esus-beta_0.8862069.out,esus,0.886207,1000000,10000000,1000,100,50,45.7484,46.8884,45.7168,45.498,45.8764,69.3964,45.7497,45.7259,45.5411,45.5297,45.9477,45.9994,45.7341,45.6264,45.7079,45.8073,45.7318,45.5104,45.6339,45.8576,45.6777,45.7218,45.994,45.7954,45.599,45.3123,45.6616,45.6301,45.7172,45.6095,45.8133,45.7957,45.8534,45.7657,45.7986,45.6526,45.7741,45.7394,45.6547,45.828,45.0164,44.4965,56.1434,44.465,44.9017,44.5298,45.2426,44.4499,45.0005,44.4412,5.237724,28.0,1.0,0.0,69.3989498,2312.30833
tfim_esus-beta_0.95172414.out,esus,0.951724,1000000,10000000,1000,100,50,48.9125,48.3563,48.3487,48.4661,48.2912,48.3847,48.1963,48.249,48.2429,48.155,48.2049,48.2918,48.4708,48.051,48.3299,48.554,48.4043,48.2907,48.4492,48.502,48.3909,48.1905,48.5583,48.3847,48.4392,48.2957,48.2543,48.2247,48.4831,48.4092,48.515,48.5139,48.4884,48.4925,48.2041,48.2966,48.3203,71.8871,48.2771,48.4842,47.8932,47.6108,73.6302,47.3555,48.0832,47.5337,48.0255,47.6866,48.0859,47.5202,5.60602,28.0,1.0,0.0,73.632783,2461.68579
tfim_esus-beta_1.01724138.out,esus,1.01724,1000000,10000000,1000,100,50,51.9717,51.8497,51.8736,51.8584,51.9726,51.7606,52.0618,51.6622,51.8397,51.6076,51.7676,51.6303,51.9117,51.5775,52.176,51.7458,51.8765,51.4852,112.259,51.7789,51.5477,51.7258,51.9471,70.3885,51.996,51.8788,51.9592,51.9901,52.075,51.7361,51.9097,51.8929,62.2895,51.8874,52.018,51.6787,52.0159,51.6369,51.508,51.6696,50.838,51.0017,50.8078,70.9306,50.9774,50.7772,51.0549,50.6681,50.8491,50.8848,5.953128,28.0,1.0,0.0,112.262357,2691.20715
tfim_esus-beta_1.08275862.out,esus,1.08276,1000000,10000000,1000,100,50,54.9892,54.4922,54.3731,54.605,54.3642,54.3929,54.4919,54.5771,71.7254,84.0197,54.6213,54.524,54.6379,54.6204,68.0849,54.6957,54.6571,54.6185,54.7126,54.7518,54.5306,54.4898,73.0467,54.9683,54.4633,58.5556,54.332,54.7787,54.3631,54.8581,54.5831,54.7534,55.0857,54.9815,54.4096,54.8045,73.0422,54.4841,54.4838,54.8329,53.8226,53.5541,53.5276,53.4398,53.614,53.5557,54.0566,53.3332,53.8725,53.4799,6.316028,30.0,1.0,0.0,84.0222059,2822.05774
tfim_esus-beta_1.14827586.out,esus,1.14828,1000000,10000000,1000,100,50,57.4112,75.688,57.3977,57.5372,57.6964,57.6359,66.6184,57.4283,88.4279,57.2663,57.6176,66.4616,57.3014,57.3547,57.5573,57.5883,87.6407,84.2236,57.469,57.4381,57.1766,57.558,57.4332,74.3174,57.4955,57.2023,57.3605,57.2787,57.306,57.4524,57.5454,58.5403,57.6623,58.3975,57.6803,57.512,57.5403,57.5181,57.4225,57.6172,56.357,56.74,56.3934,79.6722,83.9756,56.4482,61.4408,56.5116,56.6033,56.3546,6.686624,32.0,1.0,0.0,88.4303613,3062.27268
tfim_esus-beta_1.2137931.out,esus,1.21379,1000000,10000000,1000,100,50,60.4455,60.8257,60.849,60.6927,63.8472,60.8571,60.4605,60.7535,93.3304,60.5134,60.8152,60.3932,65.5042,61.4218,71.8071,88.5887,60.7608,89.7129,64.4761,60.5728,60.7824,60.6969,61.0239,78.6502,60.8864,60.3231,63.966,68.8929,60.6961,60.3955,62.097,69.2571,92.8664,60.9983,60.383,60.4767,63.755,82.5653,84.749,64.4987,63.4696,88.8867,70.8328,59.6934,59.7392,75.5302,60.2474,63.3836,90.4194,59.7735,7.048952,32.0,1.0,0.0,93.3329773,3356.56327
tfim_esus-beta_1.27931034.out,esus,1.27931,1000000,10000000,1000,100,50,64.8409,85.1612,64.7221,82.1348,63.7336,63.9637,74.1085,63.8502,82.2331,92.0831,79.8984,93.9296,80.0281,95.9992,68.2829,93.5614,98.4202,72.8141,69.6065,66.7455,76.3537,64.108,95.3875,64.0585,76.4979,89.0931,68.6433,64.1254,85.5747,88.4219,86.9963,66.5849,84.4018,77.8244,84.4886,87.5097,96.6913,63.8685,64.1403,83.095,67.1017,96.9824,62.9525,76.0665,67.4009,62.7033,67.6534,89.375,63.0059,89.4644,7.425536,32.0,1.0,0.0,98.4236275,3866.68778
tfim_esus-beta_1.34482759.out,esus,1.34483,1000000,10000000,1000,100,50,84.2639,66.4152,94.4722,94.5954,79.8657,100.477,100.385,98.2709,76.389,97.3773,66.7813,66.3519,66.3628,96.3983,95.7887,96.8426,98.304,66.1333,66.5305,95.2809,89.1353,91.2257,84.9195,88.9171,73.459,97.0204,97.3789,84.0478,66.5345,66.1509,72.5161,101.348,100.487,100.159,84.4237,86.0242,82.9194,92.9049,90.6692,88.7547,85.0615,96.0296,80.3887,98.5205,87.9062,89.7774,75.7281,87.0848,95.6678,65.353,7.798484,32.0,1.0,0.0,101.350428,4307.79728
tfim_esus-beta_1.41034483.out,esus,1.41034,1000000,10000000,1000,100,50,70.5395,103.662,106.722,82.0332,100.031,95.4592,94.1129,86.4165,106.139,103.469,107.304,105.137,106.31,76.9041,90.9596,70.1037,93.9087,101.6,102.885,103.993,97.6083,105.785,95.9968,105.737,91.8338,103.657,106.616,88.6745,101.484,99.7568,105.163,105.149,89.3725,77.4662,103.345,70.6865,104.26,106.456,102.505,103.57,69.448,100.414,76.4402,93.4327,98.7649,104.142,104.726,87.0569,89.6434,105.188,8.174008,32.0,1.0,0.0,107.307392,4802.06655
tfim_esus-beta_1.47586207.out,esus,1.47586,1000000,10000000,1000,100,50,103.265,107.704,98.5684,110.275,103.689,73.1848,103.812,110.349,109.655,104.373,101.599,104.239,110.977,108.732,105.143,108.92,109.559,106.551,109.423,103.916,98.9484,110.244,107.849,103.42,111.061,106.229,105.707,104.722,107.961,107.617,104.295,106.712,92.583,110.524,110.213,108.726,103.383,106.572,110.716,99.4454,104.639,100.857,100.624,104.736,108.763,85.5047,100.109,94.1715,99.38,100.468,8.5499,36.0,1.0,0.0,111.063567,5210.11338
tfim_esus-beta_1.54137931.out,esus,1.54138,1000000,10000000,1000,100,50,115.706,109.762,112.842,114.512,100.47,115.074,116.168,105.694,115.415,116.256,107.741,112.375,110.363,114.311,104.014,115.531,116.14,113.994,115.403,116.581,110.784,115.677,113.864,115.012,102.801,115.441,115.206,116.601,107.648,115.03,112.715,111.3,111.444,115.23,110.858,116.249,114.34,110.885,114.382,114.99,110.852,114.134,114.221,113.763,113.472,114.365,115.542,89.7823,112.332,113.014,8.912144,34.0,1.0,0.0,116.603163,5620.28614
tfim_esus-beta_1.60689655.out,esus,1.6069,1000000,10000000,1000,100,50,111.211,115.227,121.847,117.634,119.517,117.8,116.222,121.512,121.971,118.513,104.377,120.647,117.984,117.921,116.444,113.436,119.87,117.845,118.342,120.656,105.289,119.302,120.41,118.011,118.108,116.468,118.22,120.232,119.615,119.332,118.942,120.697,114.716,120.538,118.067,118.631,120.64,119.121,112.865,115.54,120.25,118.66,118.803,116.687,118.331,119.184,119.482,118.269,120.807,119.812,9.277356,34.0,1.0,0.0,121.973985,5894.00509
tfim_esus-beta_1.67241379.out,esus,1.67241,1000000,10000000,1000,100,50,119.326,121.451,127.004,116.637,122.452,125.118,123.403,125.085,121.379,123.499,123.134,121.916,121.882,124.196,126.405,126.295,125.3,119.499,125.293,125.821,126.312,124.784,126.313,123.591,125.797,113.507,125.985,125.712,124.677,125.557,121.461,125.993,125.59,125.073,125.182,122.328,126.719,123.815,123.461,126.186,124.833,122.852,123.127,123.163,125.366,124.736,122.999,124.941,123.708,124.593,9.65846,36.0,1.0,0.0,127.006849,6193.45814
tfim_esus-beta_1.73793103.out,esus,1.73793,1000000,10000000,1000,100,50,130.353,126.877,129.456,130.817,129.779,126.553,128.105,129.151,129.048,128.763,131.26,130.991,130.354,130.137,129.662,126.493,130.266,127.497,130.215,129.767,130.511,128.563,128.283,127.019,128.747,129.865,124.763,126.14,130.716,128.026,127.767,130.557,128.788,130.638,130.177,130.51,130.227,130.717,130.11,129.277,129.346,129.596,129.998,128.095,128.789,129.731,130.38,129.669,129.963,127.169,10.04088,36.0,1.0,0.0,131.262568,6459.68106
tfim_esus-beta_1.80344828.out,esus,1.80345,1000000,10000000,1000,100,50,135.111,135.108,135.97,134.721,135.159,134.438,134.05,131.5,136.416,134.069,134.425,133.593,135.129,134.698,135.769,133.192,134.995,134.215,133.821,134.848,134.867,135.737,134.884,134.347,132.713,134.724,135.275,134.542,134.875,133.243,134.349,136.231,134.398,136.337,134.958,135.61,135.433,134.529,135.34,135.957,133.29,134.02,134.453,134.123,133.293,131.676,131.495,133.412,133.731,129.508,10.4264,42.0,1.0,0.0,136.418142,6718.57484
tfim_esus-beta_1.86896552.out,esus,1.86897,1000000,10000000,1000,100,50,140.159,139.972,140.048,138.705,140.376,139.708,139.542,140.086,140.268,140.568,139.766,140.404,140.863,139.694,140.835,139.438,139.915,139.915,137.825,140.806,140.334,140.261,140.745,140.021,137.651,139.193,139.581,140.695,139.891,140.47,138.91,140.734,139.93,140.692,139.464,140.678,140.772,138.164,140.147,137.469,138.73,139.572,139.22,137.231,137.352,139.382,136.448,138.177,136.37,138.582,10.79746,40.0,1.0,0.0,140.865201,6975.75915
tfim_esus-beta_1.93448276.out,esus,1.93448,1000000,10000000,1000,100,50,145.054,145.831,145.898,145.052,144.333,145.268,145.341,145.831,146.118,145.353,145.662,145.608,146.512,145.46,145.73,145.238,145.376,145.212,146.769,145.257,146.611,146.186,145.669,147.251,146.495,145.826,145.559,145.338,146.465,145.091,145.304,144.401,146.53,145.838,144.361,146.394,145.948,145.417,145.951,146.268,144.373,145.11,142.357,144.491,145.052,144.479,145.429,145.111,144.638,144.998,11.174508,40.0,1.0,0.0,147.25286,7273.83885
tfim_esus-beta_2.0.out,esus,2,1000000,10000000,1000,100,50,150.205,150.931,152.723,151.668,154.243,150.769,151.584,159.134,152.309,152.277,151.141,150.67,152.503,151.361,151.35,152.118,151.09,151.067,151.701,151.507,153.394,151.619,152.136,152.292,152.001,151.551,151.506,151.974,151.418,151.138,151.08,152.249,153.251,152.056,152.51,152.547,152.106,151.553,152.517,151.855,151.751,150.897,151.036,150.369,151.557,150.311,151.415,150.763,151.018,150.024,11.557056,38.0,1.0,0.0,159.136537,7590.24764
tfim_esus-beta_4.0.out,esus,4,1000000,10000000,1000,100,50,404.577,417.558,408.643,410.033,418.523,517.457,521.698,412.185,429.381,416.59,419.439,408.041,468.937,424.742,413.482,425.087,438.331,432.359,496.756,407.71,410.029,458.124,409.712,405.948,429.522,429.51,414.025,425.291,399.014,420.758,425.094,398.805,419.067,424.698,427.673,412.473,414.464,416.228,427.507,415.913,401.311,400.172,406.937,459.929,419.045,421.611,416.849,427.521,429.029,412.557,23.12228,66.0,1.0,0.0,521.700206,21270.3469
tfim_fidsus-beta_0.1.out,fidsus,0.1,1000000,10000000,1000,100,50,6.5189,6.49306,6.52401,6.44099,6.27809,6.27411,6.46966,6.48206,6.46552,6.50876,6.50412,6.42342,6.54516,6.4736,6.50161,6.50254,6.43088,6.32314,6.51355,6.44778,6.45675,6.46709,6.47702,6.51201,6.47325,6.47223,6.50424,6.5256,6.49022,6.4433,6.47175,6.4776,6.51298,6.4928,6.5151,6.53411,6.507,6.50998,6.50801,6.52794,6.5104,6.53251,6.42497,6.47575,6.51807,6.52056,6.49803,6.50474,6.51552,6.48278,0.156728,8.0,1.0,0.0,6.54706038,323.983255
tfim_fidsus-beta_0.16551724.out,fidsus,0.165517,1000000,10000000,1000,100,50,7.34673,7.33452,7.35542,7.34206,7.32799,7.34647,7.35576,7.33376,7.34317,7.32674,7.33221,7.34584,7.35526,7.33825,7.33273,7.34119,7.32458,7.36504,7.33195,7.3386,7.34384,7.32708,7.33699,7.3504,7.34053,7.45513,7.34895,7.33321,7.34615,7.3456,7.32945,7.32812,7.33606,7.32869,7.34044,7.34908,7.33764,7.33594,7.36643,7.32415,7.34287,7.3395,7.33185,7.32836,7.32484,7.33856,7.39735,7.33859,7.35203,7.33247,0.422848,10.0,1.0,0.0,7.45718988,367.14859
tfim_fidsus-beta_0.23103448.out,fidsus,0.231034,1000000,10000000,1000,100,50,8.49602,8.47903,8.51031,8.48891,8.49129,8.48148,8.48662,8.49184,8.49499,8.49044,8.49299,8.48195,8.49217,8.49041,8.50303,8.49379,8.49696,8.474,8.49778,8.47253,8.47855,8.49261,8.4846,8.50091,8.48453,8.4811,8.47447,8.46882,8.48947,8.47513,8.47485,8.50281,8.49307,8.49424,8.49246,8.5011,8.4982,8.48923,8.49998,8.51268,8.49037,8.52493,8.49147,8.48707,8.49121,8.49665,8.49794,8.47559,8.48314,8.49073,0.798288,12.0,1.0,0.0,8.52703334,424.52448
tfim_fidsus-beta_0.29655172.out,fidsus,0.296552,1000000,10000000,1000,100,50,12.3245,10.0304,10.1018,10.036,10.0704,11.9448,10.0632,11.3093,10.0638,10.0516,10.0438,10.063,11.5976,10.052,10.1102,10.0614,10.065,10.0454,10.0758,10.0679,10.0534,10.0616,10.0569,10.0539,11.1533,10.0714,12.7112,10.0513,13.3097,11.3581,10.0559,10.1136,10.0854,10.0546,10.0651,10.0832,10.0649,10.0559,10.0535,10.0698,10.0566,10.0848,10.0554,10.8864,10.0713,10.0688,10.0412,12.3441,10.0543,10.0548,1.249724,16.0,1.0,0.0,13.3116771,521.478465
tfim_fidsus-beta_0.36206897.out,fidsus,0.362069,1000000,10000000,1000,100,50,16.9287,16.7157,14.9143,15.2062,16.8268,16.433,16.1361,15.2008,16.1715,13.5691,14.6318,16.7257,16.906,16.8887,16.5785,16.4726,16.5226,16.3358,16.2623,12.4304,15.935,16.7548,16.1542,16.978,14.9335,16.8212,16.8996,16.1563,15.7761,16.2887,16.522,15.7871,15.961,16.4894,16.5125,16.5941,13.0152,16.9401,16.9733,16.8247,12.0903,13.5441,14.6607,14.4814,15.0168,15.6985,15.9745,15.7086,12.4614,17.0117,1.751892,14.0,1.0,0.0,17.0137594,788.821455
tfim_fidsus-beta_0.42758621.out,fidsus,0.427586,1000000,10000000,1000,100,50,19.6356,19.9739,19.8159,20.05,20.1212,19.8334,20.072,20.0927,20.0496,20.1231,19.7388,19.8207,20.1929,19.9312,20.1638,20.0192,19.8989,19.5227,20.1287,19.7034,20.2111,19.6876,20.1447,20.2598,19.7961,19.8112,20.0751,19.6441,19.8192,19.9939,19.7887,19.9362,19.3886,18.9741,20.1857,20.2277,20.0561,20.1222,19.5492,20.0151,20.1792,19.9987,19.9408,20.225,19.0761,19.9933,19.6351,20.1199,20.0044,19.6642,2.279852,16.0,1.0,0.0,20.2617671,995.410659
tfim_fidsus-beta_0.49310345.out,fidsus,0.493103,1000000,10000000,1000,100,50,24.6,24.6205,24.6316,24.6912,24.5763,24.2784,24.5392,24.4156,24.504,24.3747,24.3598,24.5334,24.5944,24.2852,24.402,24.5792,24.4165,24.5185,24.558,24.433,24.6141,24.2954,24.5974,24.5124,24.6409,24.4061,24.5938,24.5547,24.5817,24.6565,24.7027,24.286,24.6617,24.6677,24.7167,24.7721,24.588,24.63,24.5198,24.6516,24.4905,24.5391,24.6395,24.554,24.5509,24.6502,24.4732,24.6056,24.5445,24.4606,2.793172,18.0,1.0,0.0,24.7748679,1227.06856
tfim_fidsus-beta_0.55862069.out,fidsus,0.558621,1000000,10000000,1000,100,50,28.0408,27.7336,27.9849,28.0195,27.9892,27.8758,27.9711,27.8377,28.0976,30.7347,28.0195,28.0049,27.9446,28.0011,28.0702,28.0467,27.9472,27.8275,27.9194,27.7623,28.0347,28.0453,27.9937,28.0394,28.0681,27.9488,27.9181,27.9478,28.0576,27.9244,27.9346,27.9363,28.0601,28.0979,27.9347,28.3422,27.9571,27.8642,28.0229,28.0305,27.8928,27.9669,28.0104,27.999,27.9182,28.0431,28.0599,27.9991,28.026,27.9821,3.279128,20.0,1.0,0.0,30.736423,1401.88387
tfim_fidsus-beta_0.62413793.out,fidsus,0.624138,1000000,10000000,1000,100,50,32.5624,32.3418,32.502,32.426,32.626,32.1907,32.4116,32.2923,32.5181,32.2967,32.6709,32.6537,32.9581,32.6971,32.8036,32.7914,32.7745,32.5515,32.7406,32.8081,32.8511,32.7373,32.7962,32.8344,32.7825,32.6503,32.6475,33.0798,32.6924,32.706,32.938,32.7868,32.8327,32.7696,32.7936,32.7378,32.776,32.6617,32.6355,32.7412,32.745,32.7462,32.716,32.8288,32.8576,32.7955,32.6802,32.696,32.6924,32.5721,3.724524,20.0,1.0,0.0,33.0820239,1634.39737
tfim_fidsus-beta_0.68965517.out,fidsus,0.689655,1000000,10000000,1000,100,50,35.7705,35.4083,35.6609,35.6145,35.8204,35.4921,35.6992,35.4796,35.894,35.5333,36.1852,35.9967,36.0917,35.9541,36.0953,36.128,36.1397,35.8965,36.1771,35.9633,36.0341,35.8924,36.2269,36.1309,35.9592,35.9817,36.0573,36.0684,36.0317,35.9478,36.0754,36.0934,36.1325,37.4955,36.2216,36.295,36.141,36.0507,36.0266,36.201,35.9313,36.1382,35.9688,35.9829,35.8609,39.0775,36.0126,36.2021,36.0401,36.0067,4.130236,24.0,1.0,0.0,39.0799455,1803.28432
tfim_fidsus-beta_0.75517241.out,fidsus,0.755172,1000000,10000000,1000,100,50,39.4268,39.3048,39.5043,39.4311,39.5092,39.2098,39.3675,39.3308,39.7067,39.4634,39.5905,39.3849,39.3977,39.2071,39.4755,39.4711,39.5953,39.3743,39.4196,39.4229,39.4403,39.3712,39.8252,39.4621,39.477,39.2944,39.3022,39.5567,39.4794,39.5883,39.4343,39.466,39.5184,39.4965,41.0162,39.6564,39.557,39.4815,39.4732,39.5913,39.354,39.3133,39.3525,39.209,39.4159,39.4531,39.5043,39.5247,39.3196,39.453,4.509468,26.0,1.0,0.0,41.018433,1973.98033
tfim_fidsus-beta_0.82068966.out,fidsus,0.82069,1000000,10000000,1000,100,50,42.1088,41.4652,42.2274,41.6986,42.1119,41.6552,41.9084,41.5574,42.1757,41.606,42.8969,42.7901,42.9042,42.7792,42.6704,42.7275,42.7338,42.672,42.8607,42.9124,42.9223,42.644,42.9451,42.8458,42.7233,42.7278,42.6992,42.9061,42.779,42.7512,42.8282,42.9059,42.7225,42.7395,42.6874,42.7662,42.7335,42.896,42.8434,42.9547,42.911,42.7865,42.7475,42.6106,42.86,42.9614,42.6651,42.6152,42.7834,42.621,4.879968,24.0,1.0,0.0,42.9635011,2130.04438
